0	2	0
1	2	1
2	0	23140
2	1	77
3	0	23085
3	1	77
4	0	23083
4	1	77
5	0	23113
5	1	77
6	2	6
7	0	23265
7	1	460
8	0	23416
8	1	524
9	0	23113
9	1	524
10	2	10
11	0	23467
11	1	524
12	2	12
13	2	13
14	0	23416
14	1	25
15	0	23113
15	1	25
16	2	16
17	2	17
18	0	23264
18	1	25
19	0	23416
19	1	122
20	0	23192
20	1	122
21	2	21
22	0	23113
22	1	50
23	0	23454
23	1	77
24	0	23222
24	1	77
25	2	25
26	0	23203
26	1	25
27	0	23376
27	1	28
28	2	28
29	2	29
30	2	30
31	2	31
32	2	32
33	0	23265
33	1	77
34	2	34
35	2	35
36	2	36
37	0	23079
37	1	38
38	2	38
39	0	23152
39	1	77
40	0	23519
40	1	122
41	0	23310
41	1	122
42	0	23113
42	1	122
43	0	23301
43	1	122
44	2	44
45	0	23376
45	1	122
46	0	23416
46	1	116
47	0	23113
47	1	116
48	0	23113
48	1	67
49	0	23079
49	1	67
50	2	50
51	2	51
52	2	52
53	2	53
54	0	23416
54	1	28
55	2	55
56	0	23519
56	1	63
57	2	57
58	0	23106
58	1	74
59	0	23305
59	1	74
60	2	60
61	2	61
62	0	23113
62	1	1019
63	2	63
64	2	64
65	2	65
66	2	66
67	2	67
68	0	23113
68	1	66
69	0	23419
69	1	122
70	0	23079
70	1	122
71	2	71
72	0	23532
72	1	122
73	0	23206
73	1	63
74	2	74
75	0	23079
75	1	74
76	0	23310
76	1	77
77	2	77
78	2	78
79	0	23113
79	1	63
80	2	80
81	2	81
82	0	23113
82	1	367
83	0	23461
83	1	220
84	0	23265
84	1	220
85	2	85
86	0	23467
86	1	220
87	2	87
88	0	23416
88	1	64
89	0	23129
89	1	64
90	0	23113
90	1	782
91	2	91
92	2	92
93	2	93
94	2	94
95	0	23096
95	1	133
96	2	96
97	2	97
98	2	98
99	0	23351
99	1	63
100	0	23219
100	1	122
101	0	23079
101	1	1
102	0	23517
102	1	122
103	0	23237
103	1	1733
104	0	23126
104	1	61
105	2	105
106	2	106
107	0	23206
107	1	105
108	2	108
109	2	109
110	2	110
111	2	111
112	2	112
113	2	113
114	2	114
115	2	115
116	2	116
117	2	117
118	2	118
119	0	23129
119	1	65
120	0	23128
120	1	122
