7691	0	7710
7692	0	7710
7693	0	7710
7694	0	7710
7695	0	7710
7696	0	7710
7697	0	7710
7698	0	7710
7699	0	7710
7700	0	7710
7701	0	7710
7702	0	7710
7703	0	7710
7704	0	7710
7705	0	7710
7706	0	7710
7707	0	7710
7708	0	7710
7709	0	7710
0	1	7691
1	1	7700
2	1	7692
3	1	7691
4	1	7692
5	1	7692
6	1	7692
7	1	7703
8	1	7705
9	1	7692
10	1	7705
11	1	7691
12	1	7691
13	1	7691
14	1	7691
15	1	7692
16	1	7705
17	1	7692
18	1	7691
19	1	7692
20	1	7692
21	1	7697
22	1	7691
23	1	7704
24	1	7705
25	1	7692
26	1	7705
27	1	7691
28	1	7691
29	1	7691
30	1	7692
31	1	7694
32	1	7694
33	1	7692
34	1	7705
35	1	7692
36	1	7691
37	1	7705
38	1	7692
39	1	7691
40	1	7692
41	1	7705
42	1	7691
43	1	7695
44	1	7705
45	1	7703
46	1	7698
47	1	7692
48	1	7691
49	1	7692
50	1	7691
51	1	7692
52	1	7698
53	1	7698
54	1	7691
55	1	7691
56	1	7692
57	1	7691
58	1	7691
59	1	7691
60	1	7691
61	1	7691
62	1	7703
63	1	7703
64	1	7691
65	1	7706
66	1	7692
67	1	7691
68	1	7704
69	1	7691
70	1	7691
71	1	7704
72	1	7695
73	1	7692
74	1	7704
75	1	7692
76	1	7691
77	1	7692
78	1	7705
79	1	7705
80	1	7705
81	1	7705
82	1	7702
83	1	7692
84	1	7691
85	1	7691
86	1	7699
87	1	7704
88	1	7691
89	1	7695
90	1	7691
91	1	7694
92	1	7691
93	1	7705
94	1	7705
95	1	7693
96	1	7704
97	1	7692
98	1	7703
99	1	7691
100	1	7692
101	1	7696
102	1	7705
103	1	7691
104	1	7691
105	1	7705
106	1	7698
107	1	7691
108	1	7691
109	1	7691
110	1	7703
111	1	7691
112	1	7691
113	1	7705
114	1	7691
115	1	7697
116	1	7691
117	1	7701
118	1	7696
119	1	7701
120	1	7691
121	1	7700
122	1	7699
123	1	7691
124	1	7691
125	1	7691
126	1	7699
127	1	7691
128	1	7703
129	1	7692
130	1	7705
131	1	7704
132	1	7692
133	1	7692
134	1	7703
135	1	7694
136	1	7697
137	1	7696
138	1	7700
139	1	7699
140	1	7699
141	1	7703
142	1	7691
143	1	7697
144	1	7691
145	1	7699
146	1	7691
147	1	7699
148	1	7699
149	1	7705
150	1	7699
151	1	7691
152	1	7694
153	1	7694
154	1	7691
155	1	7694
156	1	7691
157	1	7691
158	1	7705
159	1	7691
160	1	7697
161	1	7698
162	1	7697
163	1	7691
164	1	7698
165	1	7705
166	1	7705
167	1	7691
168	1	7700
169	1	7700
170	1	7702
171	1	7691
172	1	7696
173	1	7697
174	1	7691
175	1	7691
176	1	7700
177	1	7700
178	1	7691
179	1	7703
180	1	7691
181	1	7705
182	1	7691
183	1	7703
184	1	7691
185	1	7691
186	1	7691
187	1	7691
188	1	7697
189	1	7697
190	1	7691
191	1	7692
192	1	7705
193	1	7705
194	1	7692
195	1	7692
196	1	7691
197	1	7703
198	1	7691
199	1	7691
200	1	7705
201	1	7705
202	1	7700
203	1	7691
204	1	7706
205	1	7705
206	1	7705
207	1	7703
208	1	7705
209	1	7705
210	1	7691
211	1	7705
212	1	7705
213	1	7691
214	1	7691
215	1	7691
216	1	7691
217	1	7691
218	1	7698
219	1	7703
220	1	7700
221	1	7700
222	1	7702
223	1	7691
224	1	7696
225	1	7694
226	1	7696
227	1	7691
228	1	7691
229	1	7706
230	1	7706
231	1	7696
232	1	7705
233	1	7696
234	1	7694
235	1	7705
236	1	7691
237	1	7705
238	1	7705
239	1	7703
240	1	7705
241	1	7691
242	1	7691
243	1	7691
244	1	7705
245	1	7691
246	1	7697
247	1	7703
248	1	7703
249	1	7691
250	1	7691
251	1	7694
252	1	7691
253	1	7691
254	1	7691
255	1	7691
256	1	7691
257	1	7706
258	1	7691
259	1	7691
260	1	7691
261	1	7694
262	1	7705
263	1	7693
264	1	7700
265	1	7704
266	1	7705
267	1	7693
268	1	7703
269	1	7692
270	1	7704
271	1	7691
272	1	7691
273	1	7691
274	1	7691
275	1	7691
276	1	7691
277	1	7691
278	1	7697
