11447	0	11463
11448	0	11463
11449	0	11463
11450	0	11463
11451	0	11463
11452	0	11463
11453	0	11463
11454	0	11463
11455	0	11463
11456	0	11463
11457	0	11463
11458	0	11463
11459	0	11463
11460	0	11463
11461	0	11463
11462	0	11463
0	1	11375
1	1	11375
2	1	11375
3	1	11375
4	1	11377
5	1	11382
6	1	11378
7	1	11375
8	1	11382
9	1	11375
10	1	11375
11	1	11375
12	1	11375
13	1	11376
14	1	11388
15	1	11382
16	1	11375
17	1	11377
18	1	11377
19	1	11377
20	1	11375
21	1	11377
22	1	11375
23	1	11375
24	1	11377
25	1	11377
26	1	11375
27	1	11388
28	1	11377
29	1	11375
30	1	11382
31	1	11375
32	1	11376
33	1	11377
34	1	11382
35	1	11377
36	1	11378
37	1	11377
38	1	11378
39	1	11377
40	1	11375
41	1	11375
42	1	11375
43	1	11381
44	1	11377
45	1	11375
46	1	11382
47	1	11388
48	1	11378
49	1	11382
50	1	11375
51	1	11378
52	1	11376
53	1	11377
54	1	11377
55	1	11375
56	1	11375
57	1	11382
58	1	11375
59	1	11377
60	1	11375
61	1	11376
62	1	11376
63	1	11378
64	1	11377
65	1	11377
66	1	11375
67	1	11376
68	1	11382
69	1	11377
70	1	11377
71	1	11375
72	1	11377
73	1	11378
74	1	11378
75	1	11377
76	1	11379
77	1	11388
78	1	11379
79	1	11376
80	1	11377
81	1	11378
82	1	11377
83	1	11383
84	1	11377
85	1	11376
86	1	11376
87	1	11378
88	1	11378
89	1	11377
90	1	11383
91	1	11382
92	1	11377
93	1	11375
94	1	11382
95	1	11375
96	1	11382
97	1	11376
98	1	11377
99	1	11377
100	1	11382
101	1	11377
102	1	11377
103	1	11379
104	1	11388
105	1	11377
106	1	11376
107	1	11377
108	1	11375
109	1	11378
110	1	11377
111	1	11377
112	1	11377
113	1	11381
114	1	11377
115	1	11379
116	1	11378
117	1	11376
118	1	11377
119	1	11388
120	1	11377
121	1	11378
122	1	11382
123	1	11378
124	1	11383
125	1	11375
126	1	11377
127	1	11376
128	1	11377
129	1	11378
130	1	11377
131	1	11377
132	1	11379
133	1	11378
134	1	11376
135	1	11389
136	1	11376
137	1	11389
138	1	11377
139	1	11378
140	1	11377
141	1	11382
142	1	11382
143	1	11383
144	1	11376
145	1	11376
146	1	11376
147	1	11375
148	1	11382
149	1	11379
150	1	11377
151	1	11378
152	1	11383
153	1	11377
154	1	11382
155	1	11378
156	1	11375
157	1	11378
158	1	11386
159	1	11379
160	1	11382
161	1	11382
162	1	11379
163	1	11381
164	1	11381
165	1	11378
166	1	11376
167	1	11377
168	1	11377
169	1	11388
170	1	11376
171	1	11382
172	1	11377
173	1	11375
174	1	11381
175	1	11377
176	1	11378
177	1	11376
178	1	11382
179	1	11377
180	1	11375
181	1	11379
182	1	11376
183	1	11383
184	1	11377
185	1	11383
186	1	11377
187	1	11377
188	1	11377
189	1	11376
190	1	11376
191	1	11375
192	1	11376
193	1	11377
194	1	11379
195	1	11382
196	1	11377
197	1	11381
198	1	11379
199	1	11379
200	1	11376
201	1	11376
202	1	11377
203	1	11383
204	1	11377
205	1	11389
206	1	11379
207	1	11382
208	1	11384
