0	2	0
1	2	1
2	2	2
3	2	3
4	2	4
5	0	10615
5	1	11211
6	0	11222
6	1	11211
7	2	7
8	0	10615
8	1	11338
9	2	9
10	2	10
11	2	11
12	2	12
13	0	10995
13	1	11338
14	2	14
15	0	10615
15	1	7
16	2	16
17	2	17
18	2	18
19	2	19
20	2	20
21	2	21
22	2	22
23	2	23
24	2	24
25	2	25
26	2	26
27	2	27
28	2	28
29	2	29
30	0	10615
30	1	11010
31	2	31
32	0	10505
32	1	11366
33	2	33
34	0	10491
34	1	16
35	2	35
36	0	11222
36	1	16
37	2	37
38	0	11222
38	1	10983
39	2	39
40	2	40
41	2	41
42	2	42
43	0	10660
43	1	11211
44	2	44
45	2	45
46	0	10615
46	1	12
47	2	47
48	2	48
49	0	10615
49	1	10765
50	2	50
51	0	11052
51	1	10983
52	0	11114
52	1	11338
53	2	53
54	2	54
55	2	55
56	2	56
57	0	10615
57	1	11301
58	2	58
59	0	11098
59	1	11338
60	2	60
61	0	10995
61	1	10695
62	0	10995
62	1	12
63	0	11222
63	1	10765
64	2	64
65	2	65
66	2	66
67	0	10698
67	1	11366
68	0	11243
68	1	11211
69	2	69
70	2	70
71	2	71
72	2	72
73	0	11222
73	1	11157
74	0	11222
74	1	11081
75	2	75
76	2	76
77	2	77
78	0	10991
78	1	11211
79	0	10988
79	1	11211
80	2	80
81	0	11222
81	1	10886
82	0	11098
82	1	10842
83	0	11186
83	1	11211
84	2	84
85	0	10972
85	1	11338
86	0	10696
86	1	9
87	0	10908
87	1	10983
88	0	11222
88	1	23
89	2	89
90	2	90
91	0	10615
91	1	66
92	2	92
93	2	93
94	0	10965
94	1	11081
95	2	95
96	0	10615
96	1	10533
97	0	11114
97	1	1
98	0	11098
98	1	10695
99	0	11098
99	1	11081
100	0	10965
100	1	7
101	2	101
102	2	102
103	0	11004
103	1	7
104	2	104
105	2	105
106	0	10675
106	1	11167
107	2	107
108	2	108
109	0	11222
109	1	11328
110	2	110
111	2	111
112	2	112
113	0	10732
113	1	11010
114	2	114
115	0	10991
115	1	22
116	0	11235
116	1	11176
117	0	11114
117	1	11301
118	0	11098
118	1	3
119	2	119
120	2	120
121	0	11052
121	1	11221
122	0	10615
122	1	11332
123	0	11052
123	1	22
124	2	124
125	2	125
